age,gender,city,education_level,employment_status,monthly_income,monthly_bill,internet_usage_gb,call_minutes,contract_type,support_tickets,customer_feedback,churn,tenure_months,financial_risk,education_level_encoded,contract_type_encoded,emp_Employed,emp_Retired,emp_Self-Employed,emp_Student,emp_Unemployed,feedback_category,count_billing,count_support,count_helpful,count_poor,count_expensive,count_unreliable,count_happy,count_satisfied,count_drops,count_slow,monthly_income_scaled,age_scaled,anomaly_pay_not_use,anomaly_happy_leaver,anomaly_genz_call_enthusiast
31,0,Faisalabad,Bachelor,Employed,15670.0,11436.0,38.2,36.0,Monthly,3,Billing issues occurred multiple times,1,72,0,2,0,True,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0.11231578947368422,0.20967741935483872,0,0,0
53,1,Peshawar,Bachelor,Employed,50790.0,3588.0,28.5,270.0,12-Month,1,Too expensive compared to competitors,0,72,0,2,2,True,False,False,False,False,0,0,0,0,0,1,0,0,0,0,0,0.482,0.5645161290322581,0,0,0
51,0,Hyderabad,Primary,Retired,31690.0,2342.0,2.6,225.0,Monthly,0,Happy with data packages,1,72,0,0,0,False,True,False,False,False,3,0,0,0,0,0,0,0,0,0,0,0.2809473684210526,0.532258064516129,0,1,0
56,0,Peshawar,Master,Retired,15871.0,4092.0,4.3,215.0,Monthly,0,Internet speed is very slow,1,72,0,3,0,False,True,False,False,False,1,0,0,0,0,0,0,0,0,0,1,0.11443157894736843,0.6129032258064516,0,1,0
57,0,Hyderabad,Bachelor,Student,53771.0,3425.0,34.5,82.0,Monthly,1,Too expensive compared to competitors,0,72,0,2,0,False,False,False,True,False,0,0,0,0,0,1,0,0,0,0,0,0.513378947368421,0.6290322580645161,0,0,0
66,0,Lahore,Bachelor,Student,23899.0,3963.0,14.9,102.0,Monthly,2,Billing issues occurred multiple times,1,72,0,2,0,False,False,False,True,False,0,0,0,0,0,0,0,0,0,0,0,0.19893684210526316,0.7741935483870968,0,0,0
34,1,Rawalpindi,Master,Employed,57379.0,9010.0,8.6,121.0,6-Month,1,Billing issues occurred multiple times,0,71,0,3,1,True,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0.5513578947368422,0.25806451612903225,0,0,0
22,1,Sialkot,Secondary,Employed,40867.0,5393.0,4.1,160.0,6-Month,0,Happy with data packages,0,71,0,1,1,True,False,False,False,False,3,0,0,0,0,0,0,0,0,0,0,0.37754736842105263,0.06451612903225806,0,0,0
41,1,Quetta,Master,Employed,17086.0,8403.0,11.4,176.0,12-Month,0,Billing issues occurred multiple times,0,71,0,3,2,True,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0.12722105263157896,0.3709677419354839,0,0,0
18,1,Gujranwala,Primary,Employed,9216.0,8468.0,17.4,67.0,Monthly,2,Too expensive compared to competitors,1,71,0,0,0,True,False,False,False,False,0,0,0,0,0,1,0,0,0,0,0,0.04437894736842105,0.0,0,0,0
36,0,Islamabad,Secondary,Self-Employed,50625.0,20768.0,17.5,308.0,6-Month,3,Network quality is good overall,1,71,0,1,1,False,False,True,False,False,3,0,0,0,0,0,0,0,0,0,0,0.48026315789473684,0.2903225806451613,0,0,0
27,0,Gujranwala,Secondary,Unemployed,54788.0,3616.0,7.2,86.0,6-Month,2,Too expensive compared to competitors,0,71,0,1,1,False,False,False,False,True,0,0,0,0,0,1,0,0,0,0,0,0.5240842105263158,0.14516129032258066,0,0,0
24,0,Hyderabad,Bachelor,Employed,26474.0,8975.0,15.7,166.0,Monthly,0,Too expensive compared to competitors,0,71,0,2,0,True,False,False,False,False,0,0,0,0,0,1,0,0,0,0,0,0.2260421052631579,0.0967741935483871,0,0,1
35,1,Peshawar,Secondary,Unemployed,27758.0,6442.0,5.8,320.0,12-Month,1,Network quality is good overall,0,71,0,1,2,False,False,False,False,True,3,0,0,0,0,0,0,0,0,0,0,0.2395578947368421,0.27419354838709675,0,0,0
20,0,Islamabad,Secondary,Employed,15591.0,8944.0,20.8,143.0,6-Month,3,Customer support was helpful,1,71,0,1,1,True,False,False,False,False,2,0,1,1,0,0,0,0,0,0,0,0.11148421052631578,0.03225806451612903,0,0,0
32,0,Sialkot,Secondary,Employed,43731.0,2044.0,15.6,183.0,Monthly,2,Frequent call drops in my area,1,71,0,1,0,True,False,False,False,False,1,0,0,0,0,0,0,0,0,1,0,0.4076947368421053,0.22580645161290322,0,0,0
64,0,Lahore,Bachelor,Employed,41519.0,10858.0,14.3,261.0,Monthly,5,Happy with data packages,1,71,0,2,0,True,False,False,False,False,3,0,0,0,0,0,0,0,0,0,0,0.3844105263157895,0.7419354838709677,0,0,0
20,0,Rawalpindi,Bachelor,Employed,13322.0,7934.0,33.3,38.0,6-Month,0,Frequent call drops in my area,0,71,0,2,1,True,False,False,False,False,1,0,0,0,0,0,0,0,0,1,0,0.0876,0.03225806451612903,0,0,0
49,0,Karachi,Master,Self-Employed,11895.0,7836.0,13.8,219.0,6-Month,1,Too expensive compared to competitors,0,71,0,3,1,False,False,True,False,False,0,0,0,0,0,1,0,0,0,0,0,0.07257894736842105,0.5,0,0,0
26,0,Multan,Bachelor,Student,21661.0,4102.0,45.8,271.0,Monthly,1,Service is unreliable during peak hours,0,71,0,2,0,False,False,False,True,False,1,0,0,0,0,0,1,0,0,0,0,0.17537894736842105,0.12903225806451613,0,0,1
31,0,Karachi,Secondary,Self-Employed,27610.0,2743.0,16.5,102.0,6-Month,2,Network quality is good overall,0,71,0,1,1,False,False,True,False,False,3,0,0,0,0,0,0,0,0,0,0,0.238,0.20967741935483872,0,0,0
46,0,Faisalabad,Master,Unemployed,20680.0,4992.0,16.0,57.0,12-Month,0,Billing issues occurred multiple times,0,71,0,3,2,False,False,False,False,True,0,0,0,0,0,0,0,0,0,0,0,0.16505263157894737,0.45161290322580644,0,0,0
59,1,Gujranwala,Bachelor,Student,28216.0,2390.0,1.8,285.0,Monthly,3,Happy with data packages,1,71,0,2,0,False,False,False,True,False,3,0,0,0,0,0,0,0,0,0,0,0.24437894736842106,0.6612903225806451,0,0,0
44,0,Multan,PhD,Retired,42275.0,9203.0,13.7,219.0,Monthly,1,Coverage is poor in my location,0,71,0,4,0,False,True,False,False,False,1,0,0,0,1,0,0,0,0,0,0,0.3923684210526316,0.41935483870967744,0,0,0
57,1,Karachi,Bachelor,Employed,15476.0,9193.0,19.6,67.0,6-Month,0,Too expensive compared to competitors,0,71,0,2,1,True,False,False,False,False,0,0,0,0,0,1,0,0,0,0,0,0.11027368421052632,0.6290322580645161,0,0,0
36,1,Quetta,Secondary,Unemployed,46295.0,3992.0,5.5,624.0,12-Month,0,Billing issues occurred multiple times,0,71,0,1,2,False,False,False,False,True,0,0,0,0,0,0,0,0,0,0,0,0.4346842105263158,0.2903225806451613,0,0,0
38,0,Sialkot,PhD,Employed,11651.0,1005.0,5.7,66.0,Monthly,0,Happy with data packages,0,71,0,4,0,True,False,False,False,False,3,0,0,0,0,0,0,0,0,0,0,0.07001052631578947,0.3225806451612903,0,0,0
41,1,Sialkot,Bachelor,Employed,48382.0,4968.0,6.3,111.0,12-Month,1,Too expensive compared to competitors,0,71,0,2,2,True,False,False,False,False,0,0,0,0,0,1,0,0,0,0,0,0.45665263157894737,0.3709677419354839,0,0,0
46,0,Hyderabad,Bachelor,Employed,35287.0,783.0,20.1,84.0,6-Month,2,Happy with data packages,0,71,0,2,1,True,False,False,False,False,3,0,0,0,0,0,0,0,0,0,0,0.3188105263157895,0.45161290322580644,0,0,0
46,1,Sialkot,Bachelor,Self-Employed,34887.0,3096.0,25.2,161.0,Monthly,1,Network quality is good overall,0,71,0,2,0,False,False,True,False,False,3,0,0,0,0,0,0,0,0,0,0,0.3146,0.45161290322580644,0,0,0
33,0,Rawalpindi,Secondary,Employed,69564.0,3774.0,21.0,75.0,Monthly,1,Customer support was helpful,0,71,0,1,0,True,False,False,False,False,2,0,1,1,0,0,0,0,0,0,0,0.6796210526315789,0.24193548387096775,0,0,0
63,1,Gujranwala,Secondary,Employed,12957.0,4001.0,6.1,189.0,6-Month,2,Service is unreliable during peak hours,0,71,0,1,1,True,False,False,False,False,1,0,0,0,0,0,1,0,0,0,0,0.0837578947368421,0.7258064516129032,0,0,0
51,1,Peshawar,Bachelor,Employed,26833.0,3417.0,31.4,227.0,Monthly,1,Internet speed is very slow,0,71,0,2,0,True,False,False,False,False,1,0,0,0,0,0,0,0,0,0,1,0.22982105263157895,0.532258064516129,0,0,0
18,0,Faisalabad,Secondary,Employed,21691.0,11201.0,31.7,149.0,6-Month,4,Frequent call drops in my area,1,71,0,1,1,True,False,False,False,False,1,0,0,0,0,0,0,0,0,1,0,0.17569473684210526,0.0,0,0,0
19,1,Quetta,Bachelor,Employed,56218.0,5837.0,27.0,219.0,Monthly,2,Billing issues occurred multiple times,1,71,0,2,0,True,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0.5391368421052631,0.016129032258064516,0,0,1
42,1,Gujranwala,Master,Unemployed,64720.0,3056.0,28.4,133.0,12-Month,2,Happy with data packages,0,71,0,3,2,False,False,False,False,True,3,0,0,0,0,0,0,0,0,0,0,0.6286315789473684,0.3870967741935484,0,0,0
57,0,Faisalabad,Primary,Self-Employed,26102.0,5888.0,4.2,104.0,12-Month,1,Coverage is poor in my location,1,70,0,0,2,False,False,True,False,False,1,0,0,0,1,0,0,0,0,0,0,0.22212631578947367,0.6290322580645161,0,0,0
54,1,Multan,Bachelor,Self-Employed,27929.0,2378.0,20.3,167.0,6-Month,1,Frequent call drops in my area,0,70,0,2,1,False,False,True,False,False,1,0,0,0,0,0,0,0,0,1,0,0.2413578947368421,0.5806451612903226,0,0,0
60,1,Sialkot,Bachelor,Self-Employed,47332.0,5833.0,15.1,75.0,Monthly,0,Coverage is poor in my location,0,70,0,2,0,False,False,True,False,False,1,0,0,0,1,0,0,0,0,0,0,0.4456,0.6774193548387096,0,0,0
65,1,Rawalpindi,Primary,Self-Employed,18103.0,6814.0,49.0,80.0,12-Month,0,Satisfied with the service,0,70,0,0,2,False,False,True,False,False,3,0,0,0,0,0,0,0,0,0,0,0.13792631578947367,0.7580645161290323,0,0,0
40,0,Islamabad,Primary,Employed,19940.0,3142.0,24.2,54.0,12-Month,0,Too expensive compared to competitors,0,70,0,0,2,True,False,False,False,False,0,0,0,0,0,1,0,0,0,0,0,0.15726315789473685,0.3548387096774194,0,0,0
61,0,Peshawar,Master,Unemployed,35202.0,1600.0,13.9,377.0,6-Month,1,Customer support was helpful,0,70,0,3,1,False,False,False,False,True,2,0,1,1,0,0,0,0,0,0,0,0.3179157894736842,0.6935483870967742,0,0,0
19,1,Peshawar,Bachelor,Employed,19228.0,2766.0,12.7,162.0,6-Month,2,Coverage is poor in my location,0,70,0,2,1,True,False,False,False,False,1,0,0,0,1,0,0,0,0,0,0,0.14976842105263158,0.016129032258064516,0,0,0
38,0,Islamabad,Master,Employed,32062.0,2007.0,28.7,79.0,Monthly,1,Service is unreliable during peak hours,0,70,0,3,0,True,False,False,False,False,1,0,0,0,0,0,1,0,0,0,0,0.2848631578947368,0.3225806451612903,0,0,0
26,0,Peshawar,Bachelor,Student,10989.0,8916.0,9.7,166.0,Monthly,0,Too expensive compared to competitors,0,70,0,2,0,False,False,False,True,False,0,0,0,0,0,1,0,0,0,0,0,0.0630421052631579,0.12903225806451613,0,0,1
41,1,Lahore,Bachelor,Self-Employed,28046.0,6649.0,9.8,59.0,Monthly,2,Service is unreliable during peak hours,1,70,0,2,0,False,False,True,False,False,1,0,0,0,0,0,1,0,0,0,0,0.24258947368421052,0.3709677419354839,0,0,0
64,0,Rawalpindi,Bachelor,Employed,49015.0,6412.0,16.8,256.0,Monthly,0,Frequent call drops in my area,0,70,0,2,0,True,False,False,False,False,1,0,0,0,0,0,0,0,0,1,0,0.46331578947368424,0.7419354838709677,0,0,0
69,1,Faisalabad,Bachelor,Self-Employed,58004.0,14341.0,12.8,160.0,12-Month,0,Billing issues occurred multiple times,0,70,0,2,2,False,False,True,False,False,0,0,0,0,0,0,0,0,0,0,0,0.5579368421052632,0.8225806451612904,0,0,0
45,0,Peshawar,Primary,Student,39965.0,2557.0,18.5,184.0,12-Month,4,Internet speed is very slow,1,70,0,0,2,False,False,False,True,False,1,0,0,0,0,0,0,0,0,0,1,0.36805263157894735,0.43548387096774194,0,0,0
53,1,Hyderabad,Secondary,Employed,31327.0,6483.0,21.7,107.0,Monthly,0,Satisfied with the service,0,70,0,1,0,True,False,False,False,False,3,0,0,0,0,0,0,0,0,0,0,0.27712631578947367,0.5645161290322581,0,0,0
32,0,Multan,Primary,Self-Employed,43872.0,5299.0,31.1,84.0,Monthly,0,Billing issues occurred multiple times,0,70,0,0,0,False,False,True,False,False,0,0,0,0,0,0,0,0,0,0,0,0.40917894736842103,0.22580645161290322,0,0,0
40,1,Islamabad,Secondary,Unemployed,28503.0,3510.0,6.2,68.0,12-Month,2,Frequent call drops in my area,0,70,0,1,2,False,False,False,False,True,1,0,0,0,0,0,0,0,0,1,0,0.2474,0.3548387096774194,0,0,0
43,0,Quetta,Bachelor,Retired,39432.0,5916.0,19.1,131.0,Monthly,1,Billing issues occurred multiple times,0,70,0,2,0,False,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0.3624421052631579,0.4032258064516129,0,0,0
43,0,Sialkot,Bachelor,Employed,47144.0,15779.0,27.6,447.0,6-Month,4,Too expensive compared to competitors,1,70,0,2,1,True,False,False,False,False,0,0,0,0,0,1,0,0,0,0,0,0.44362105263157897,0.4032258064516129,0,0,0
64,0,Sialkot,Secondary,Employed,9393.0,1970.0,5.8,195.0,Monthly,3,Internet speed is very slow,1,70,0,1,0,True,False,False,False,False,1,0,0,0,0,0,0,0,0,0,1,0.0462421052631579,0.7419354838709677,0,0,0
48,0,Lahore,Bachelor,Employed,46509.0,8171.0,30.5,150.0,6-Month,1,Happy with data packages,0,70,0,2,1,True,False,False,False,False,3,0,0,0,0,0,0,0,0,0,0,0.4369368421052632,0.4838709677419355,0,0,0
60,0,Quetta,Primary,Employed,73204.0,7487.0,9.0,231.0,Monthly,0,Network quality is good overall,0,70,0,0,0,True,False,False,False,False,3,0,0,0,0,0,0,0,0,0,0,0.7160328947368421,0.6774193548387096,0,0,0
30,1,Karachi,Master,Employed,64999.0,1732.0,23.8,283.0,6-Month,3,Too expensive compared to competitors,1,70,0,3,1,True,False,False,False,False,0,0,0,0,0,1,0,0,0,0,0,0.6315684210526316,0.1935483870967742,0,0,0
64,0,Rawalpindi,Master,Employed,10272.0,6075.0,13.9,118.0,Monthly,0,Network quality is good overall,0,70,0,3,0,True,False,False,False,False,3,0,0,0,0,0,0,0,0,0,0,0.05549473684210526,0.7419354838709677,0,0,0
63,0,Quetta,Master,Self-Employed,17719.0,2891.0,19.0,98.0,12-Month,0,Happy with data packages,0,70,0,3,2,False,False,True,False,False,3,0,0,0,0,0,0,0,0,0,0,0.1338842105263158,0.7258064516129032,0,0,0
41,1,Islamabad,Master,Student,18112.0,9881.0,27.6,464.0,Monthly,0,Satisfied with the service,0,70,0,3,0,False,False,False,True,False,3,0,0,0,0,0,0,0,0,0,0,0.13802105263157896,0.3709677419354839,0,0,0
56,0,Gujranwala,Bachelor,Employed,35878.0,2165.0,18.6,85.0,6-Month,1,Coverage is poor in my location,0,70,0,2,1,True,False,False,False,False,1,0,0,0,1,0,0,0,0,0,0,0.3250315789473684,0.6129032258064516,0,0,0
42,0,Multan,Bachelor,Employed,15641.0,3890.0,16.5,250.0,12-Month,2,Service is unreliable during peak hours,0,70,0,2,2,True,False,False,False,False,1,0,0,0,0,0,1,0,0,0,0,0.11201052631578948,0.3870967741935484,0,0,0
40,1,Hyderabad,Primary,Student,12608.0,8258.0,35.7,83.0,12-Month,0,Satisfied with the service,0,70,0,0,2,False,False,False,True,False,3,0,0,0,0,0,0,0,0,0,0,0.08008421052631579,0.3548387096774194,0,0,0
45,1,Hyderabad,Master,Employed,23277.0,2611.0,38.8,300.0,Monthly,1,Happy with data packages,0,70,0,3,0,True,False,False,False,False,3,0,0,0,0,0,0,0,0,0,0,0.19238947368421053,0.43548387096774194,0,0,0
20,0,Sialkot,Master,Self-Employed,48721.0,1720.0,43.9,157.0,6-Month,0,Frequent call drops in my area,0,70,0,3,1,False,False,True,False,False,1,0,0,0,0,0,0,0,0,1,0,0.4602210526315789,0.03225806451612903,0,0,0
68,1,Rawalpindi,Primary,Employed,43330.0,11570.0,32.2,311.0,Monthly,1,Customer support was helpful,1,69,0,0,0,True,False,False,False,False,2,0,1,1,0,0,0,0,0,0,0,0.4034736842105263,0.8064516129032258,0,0,0
36,1,Karachi,Primary,Employed,37506.0,12245.0,2.1,182.0,Monthly,0,Network quality is good overall,1,69,0,0,0,True,False,False,False,False,3,0,0,0,0,0,0,0,0,0,0,0.34216842105263157,0.2903225806451613,0,1,0
61,0,Rawalpindi,Secondary,Self-Employed,21347.0,7280.0,7.8,128.0,6-Month,0,Coverage is poor in my location,0,69,0,1,1,False,False,True,False,False,1,0,0,0,1,0,0,0,0,0,0,0.17207368421052632,0.6935483870967742,0,0,0
55,0,Islamabad,Master,Employed,18147.0,4796.0,30.6,91.0,Monthly,1,Network quality is good overall,1,69,0,3,0,True,False,False,False,False,3,0,0,0,0,0,0,0,0,0,0,0.13838947368421053,0.5967741935483871,0,0,0
35,0,Gujranwala,Bachelor,Self-Employed,17209.0,4935.0,6.7,15.0,12-Month,2,Satisfied with the service,0,69,0,2,2,False,False,True,False,False,3,0,0,0,0,0,0,0,0,0,0,0.12851578947368422,0.27419354838709675,0,0,0
35,1,Gujranwala,Bachelor,Employed,26818.0,2777.0,7.0,213.0,Monthly,0,Happy with data packages,0,69,0,2,0,True,False,False,False,False,3,0,0,0,0,0,0,0,0,0,0,0.22966315789473685,0.27419354838709675,0,0,0
22,0,Faisalabad,Secondary,Self-Employed,13683.0,4978.0,16.0,72.0,Monthly,0,Too expensive compared to competitors,0,69,0,1,0,False,False,True,False,False,0,0,0,0,0,1,0,0,0,0,0,0.0914,0.06451612903225806,0,0,0
43,1,Sialkot,Master,Self-Employed,29988.0,6978.0,21.1,352.0,6-Month,0,Internet speed is very slow,0,69,0,3,1,False,False,True,False,False,1,0,0,0,0,0,0,0,0,0,1,0.2630315789473684,0.4032258064516129,0,0,0
47,1,Peshawar,Primary,Student,24965.0,2345.0,25.3,124.0,Monthly,0,Too expensive compared to competitors,0,69,0,0,0,False,False,False,True,False,0,0,0,0,0,1,0,0,0,0,0,0.2101578947368421,0.46774193548387094,0,0,0
29,1,Peshawar,Bachelor,Employed,21661.0,6754.0,11.3,140.0,12-Month,1,Internet speed is very slow,0,69,0,2,2,True,False,False,False,False,1,0,0,0,0,0,0,0,0,0,1,0.17537894736842105,0.1774193548387097,0,0,0
55,1,Hyderabad,Primary,Student,26345.0,1854.0,27.9,165.0,Monthly,2,Happy with data packages,1,69,0,0,0,False,False,False,True,False,3,0,0,0,0,0,0,0,0,0,0,0.2246842105263158,0.5967741935483871,0,0,0
49,0,Quetta,Bachelor,Employed,33799.0,11253.0,21.4,342.0,12-Month,2,Satisfied with the service,0,69,0,2,2,True,False,False,False,False,3,0,0,0,0,0,0,0,0,0,0,0.3031473684210526,0.5,0,0,0
21,1,Sialkot,Master,Self-Employed,27519.0,5756.0,10.6,65.0,Monthly,0,Internet speed is very slow,0,69,0,3,0,False,False,True,False,False,1,0,0,0,0,0,0,0,0,0,1,0.2370421052631579,0.04838709677419355,0,0,0
48,0,Karachi,Secondary,Unemployed,7148.0,9326.0,18.9,103.0,Monthly,3,Internet speed is very slow,1,69,1,1,0,False,False,False,False,True,1,0,0,0,0,0,0,0,0,0,1,0.022610526315789473,0.4838709677419355,0,0,0
31,0,Faisalabad,Bachelor,Retired,38210.0,4230.0,20.4,223.0,12-Month,1,Billing issues occurred multiple times,0,69,0,2,2,False,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0.34957894736842104,0.20967741935483872,0,0,0
23,1,Faisalabad,Bachelor,Student,38107.0,8150.0,19.1,191.0,12-Month,2,Customer support was helpful,0,69,0,2,2,False,False,False,True,False,2,0,1,1,0,0,0,0,0,0,0,0.34849473684210525,0.08064516129032258,0,0,1
57,0,Rawalpindi,Primary,Self-Employed,41628.0,1302.0,22.3,156.0,Monthly,2,Frequent call drops in my area,1,69,0,0,0,False,False,True,False,False,1,0,0,0,0,0,0,0,0,1,0,0.3855578947368421,0.6290322580645161,0,0,0
18,1,Multan,Secondary,Self-Employed,70954.0,12558.0,7.9,147.0,Monthly,1,Satisfied with the service,0,69,0,1,0,False,False,True,False,False,3,0,0,0,0,0,0,0,0,0,0,0.6942526315789473,0.0,0,0,0
60,0,Karachi,Master,Student,15205.0,1140.0,3.0,59.0,Monthly,1,Too expensive compared to competitors,1,69,0,3,0,False,False,False,True,False,0,0,0,0,0,1,0,0,0,0,0,0.10742105263157894,0.6774193548387096,0,0,0
62,0,Rawalpindi,Master,Self-Employed,34024.0,6226.0,32.2,125.0,Monthly,2,Billing issues occurred multiple times,1,69,0,3,0,False,False,True,False,False,0,0,0,0,0,0,0,0,0,0,0,0.3055157894736842,0.7096774193548387,0,0,0
33,1,Multan,PhD,Retired,19429.0,3560.0,6.8,153.0,12-Month,4,Frequent call drops in my area,1,69,0,4,2,False,True,False,False,False,1,0,0,0,0,0,0,0,0,1,0,0.1518842105263158,0.24193548387096775,0,0,0
54,0,Rawalpindi,Bachelor,Employed,55936.0,4462.0,46.3,360.0,6-Month,0,Internet speed is very slow,0,69,0,2,1,True,False,False,False,False,1,0,0,0,0,0,0,0,0,0,1,0.5361684210526316,0.5806451612903226,0,0,0
62,0,Faisalabad,Secondary,Student,12264.0,2506.0,15.3,324.0,Monthly,1,Billing issues occurred multiple times,0,69,0,1,0,False,False,False,True,False,0,0,0,0,0,0,0,0,0,0,0,0.07646315789473684,0.7096774193548387,0,0,0
31,1,Sialkot,Secondary,Employed,22504.0,2339.0,13.0,49.0,6-Month,2,Happy with data packages,0,69,0,1,1,True,False,False,False,False,3,0,0,0,0,0,0,0,0,0,0,0.18425263157894736,0.20967741935483872,0,0,0
50,1,Multan,Master,Employed,37242.0,7074.0,25.4,211.0,12-Month,1,Customer support was helpful,0,69,0,3,2,True,False,False,False,False,2,0,1,1,0,0,0,0,0,0,0,0.3393894736842105,0.5161290322580645,0,0,0
50,0,Lahore,Master,Student,24181.0,8643.0,39.4,69.0,Monthly,3,Network quality is good overall,1,69,0,3,0,False,False,False,True,False,3,0,0,0,0,0,0,0,0,0,0,0.20190526315789473,0.5161290322580645,0,0,0
29,1,Multan,Bachelor,Unemployed,23793.0,3814.0,15.8,142.0,12-Month,2,Service is unreliable during peak hours,0,69,0,2,2,False,False,False,False,True,1,0,0,0,0,0,1,0,0,0,0,0.19782105263157895,0.1774193548387097,0,0,0
61,0,Multan,Master,Student,23717.0,9024.0,35.5,197.0,Monthly,2,Satisfied with the service,1,69,0,3,0,False,False,False,True,False,3,0,0,0,0,0,0,0,0,0,0,0.19702105263157896,0.6935483870967742,0,0,0
19,1,Karachi,Bachelor,Employed,12397.0,1787.0,15.3,167.0,6-Month,0,Service is unreliable during peak hours,0,69,0,2,1,True,False,False,False,False,1,0,0,0,0,0,1,0,0,0,0,0.07786315789473684,0.016129032258064516,0,0,1
50,1,Gujranwala,Master,Employed,14621.0,3281.0,17.1,62.0,12-Month,2,Customer support was helpful,0,69,0,3,2,True,False,False,False,False,2,0,1,1,0,0,0,0,0,0,0,0.10127368421052632,0.5161290322580645,0,0,0
57,1,Peshawar,Secondary,Employed,4984.0,12258.0,9.0,153.0,Monthly,2,Too expensive compared to competitors,1,68,1,1,0,True,False,False,False,False,0,0,0,0,0,1,0,0,0,0,0,0.0,0.6290322580645161,0,0,0
24,0,Faisalabad,Bachelor,Employed,12016.0,7774.0,22.4,64.0,6-Month,1,Billing issues occurred multiple times,0,68,0,2,1,True,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0.07385263157894736,0.0967741935483871,0,0,0
66,1,Peshawar,Bachelor,Unemployed,35461.0,2507.0,12.7,144.0,12-Month,2,Happy with data packages,0,68,0,2,2,False,False,False,False,True,3,0,0,0,0,0,0,0,0,0,0,0.3206421052631579,0.7741935483870968,0,0,0
21,0,Lahore,Secondary,Unemployed,35403.0,8641.0,38.3,269.0,Monthly,2,Happy with data packages,1,68,0,1,0,False,False,False,False,True,3,0,0,0,0,0,0,0,0,0,0,0.32003157894736844,0.04838709677419355,0,0,1
56,1,Gujranwala,Bachelor,Employed,70235.0,4468.0,9.4,199.0,12-Month,2,Internet speed is very slow,0,68,0,2,2,True,False,False,False,False,1,0,0,0,0,0,0,0,0,0,1,0.6866842105263158,0.6129032258064516,0,0,0
48,0,Quetta,Primary,Self-Employed,23636.0,6509.0,15.5,160.0,Monthly,1,Service is unreliable during peak hours,1,68,0,0,0,False,False,True,False,False,1,0,0,0,0,0,1,0,0,0,0,0.19616842105263158,0.4838709677419355,0,0,0
22,1,Sialkot,Bachelor,Student,8669.0,3334.0,8.7,134.0,Monthly,0,Service is unreliable during peak hours,0,68,0,2,0,False,False,False,True,False,1,0,0,0,0,0,1,0,0,0,0,0.038621052631578945,0.06451612903225806,0,0,0
45,0,Lahore,Primary,Retired,26313.0,5689.0,21.6,329.0,Monthly,2,Satisfied with the service,1,68,0,0,0,False,True,False,False,False,3,0,0,0,0,0,0,0,0,0,0,0.22434736842105263,0.43548387096774194,0,0,0
58,1,Karachi,Bachelor,Employed,35456.0,1143.0,11.9,179.0,Monthly,1,Frequent call drops in my area,0,68,0,2,0,True,False,False,False,False,1,0,0,0,0,0,0,0,0,1,0,0.32058947368421054,0.6451612903225806,0,0,0
48,1,Multan,Bachelor,Employed,48880.0,2692.0,16.9,107.0,6-Month,1,Frequent call drops in my area,0,68,0,2,1,True,False,False,False,False,1,0,0,0,0,0,0,0,0,1,0,0.46189473684210525,0.4838709677419355,0,0,0
44,1,Quetta,Master,Student,117532.0,7298.0,35.7,230.0,6-Month,0,Internet speed is very slow,0,68,0,3,1,False,False,False,True,False,1,0,0,0,0,0,0,0,0,0,1,0.7160328947368421,0.41935483870967744,0,0,0
64,0,Lahore,Secondary,Employed,18587.0,4153.0,33.3,204.0,12-Month,1,Billing issues occurred multiple times,0,68,0,1,2,True,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0.14302105263157894,0.7419354838709677,0,0,0
59,1,Karachi,Bachelor,Employed,41240.0,3699.0,7.0,156.0,Monthly,0,Too expensive compared to competitors,0,68,0,2,0,True,False,False,False,False,0,0,0,0,0,1,0,0,0,0,0,0.3814736842105263,0.6612903225806451,0,0,0
69,1,Islamabad,Secondary,Employed,21699.0,1827.0,48.9,86.0,Monthly,2,Satisfied with the service,1,68,0,1,0,True,False,False,False,False,3,0,0,0,0,0,0,0,0,0,0,0.17577894736842106,0.8225806451612904,0,0,0
44,1,Peshawar,Bachelor,Self-Employed,10502.0,3160.0,34.4,151.0,Monthly,1,Customer support was helpful,1,68,0,2,0,False,False,True,False,False,2,0,1,1,0,0,0,0,0,0,0,0.05791578947368421,0.41935483870967744,0,0,0
45,0,Quetta,Secondary,Self-Employed,19463.0,7502.0,16.2,314.0,6-Month,1,Network quality is good overall,0,68,0,1,1,False,False,True,False,False,3,0,0,0,0,0,0,0,0,0,0,0.1522421052631579,0.43548387096774194,0,0,0
43,1,Islamabad,Primary,Employed,15019.0,2764.0,3.8,261.0,Monthly,1,Too expensive compared to competitors,1,68,0,0,0,True,False,False,False,False,0,0,0,0,0,1,0,0,0,0,0,0.10546315789473684,0.4032258064516129,0,0,0
20,0,Lahore,Master,Employed,22855.0,6162.0,18.0,362.0,Monthly,3,Service is unreliable during peak hours,1,68,0,3,0,True,False,False,False,False,1,0,0,0,0,0,1,0,0,0,0,0.18794736842105264,0.03225806451612903,0,0,1
